ID,compound_id,Smiles,pKi
617,CHEMBL3897499,CCCN1CC[C@H]2c3cc4ccc(C(F)(F)F)cc4nc3[C@H](CC)[C@H]3CCC[C@@H]1[C@@H]32,5
618,CHEMBL330692,OC1(C2=CN3CCC2CC3)c2ccccc2C=Cc2ccccc21,6.698970004
619,CHEMBL308166,COc1ccc(S(=O)(=O)c2ccc(C3(C4CCN(C5CCN(C(=O)c6cccc7ccc(F)cc67)CC5)CC4)OCCO3)cc2)cc1,8.920818754
620,CHEMBL728,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,5.955852379
621,CHEMBL395114,C[N+]1(CC#CCN2OCCC2=O)CCc2ccccc21,5
622,CHEMBL4160064,COc1cccc(-c2ccc3c(c2)CCN(Cc2ccccc2)C3)c1,5.166215625
623,CHEMBL106219,CCOC(=O)c1c(CC)n(Cc2ccccc2)c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3,6.429994423
624,CHEMBL936,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,6.562249437
625,CHEMBL228144,CC1COCC(C[N+](C)(C)C)O1,5.494999518
626,CHEMBL163887,CCNC(=O)N1CCC(N2CCN([C@@H](C)c3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)[C@H](C)C2)CC1,8.602059991
627,CHEMBL352375,CC(C1=C(CCN(C(C)C)C(C)C)Cc2ccccc21)c1ccccn1,7.069986489
628,CHEMBL199981,CO[C@]1(C#CC(O)(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CN2CCC1CC2,6.899629455
629,CHEMBL375420,Cc1cccc(CN2CCC(N3CC(c4cccs4)(c4cccs4)NC3=O)CC2)c1,6.970616222
630,CHEMBL239436,C[N+]1(CC#CCOC2=NOCC2)CCCCC1,6.659555885
631,CHEMBL233200,CN(C)C1(CNCCc2ccccc2F)COc2ccccc2OC1,7.387216143
632,CHEMBL145301,OC1(c2cc3ccccc3o2)CN2CCC1CC2,5.568636236
633,CHEMBL38423,C[C@H]1CC2(CO1)CN1CCC2CC1,4.698970004
634,CHEMBL302720,NCc1ccc(NC(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)cc1,5.27572413
635,CHEMBL357200,OC1(c2cc3ccccc3s2)CN2CCC1CC2,5.37675071
636,CHEMBL2205811,COc1cccc(CCN2C3C4C5CC6C7C5C3C7C2(O)C64)c1,5.912928794
637,CHEMBL359197,O=C(NC1CCN(Cc2ccncc2)CC1)C(O)(c1ccccc1)C1CCCC1,5.193820026
638,CHEMBL90638,CCCS(=O)(=O)N1CCC(N2CCC(C3(c4ccc([S+]([O-])c5ccc6c(c5)OCO6)cc4)SCCS3)CC2)CC1,9.086186148
639,CHEMBL167027,COc1ccc2c(c1)CC(CCN(C)C)=C2C(C)c1ccccn1,5.969999718
640,CHEMBL21937,CN(C)CCNC(=O)C1=C/C(=C\c2ccccn2)c2ccccc21,4.379999983
641,CHEMBL2048820,Cc1cn2cc(CC(=O)N3CCC4(CC3)CN(Cc3ccc(-n5nccn5)cc3Cl)C4)nc2s1,6.570005616
642,CHEMBL3309715,C[C@@]1(C[N+](C)(C)C)COCCO1,4
643,CHEMBL83363,O=C(C1CCC1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,6.599997654
644,CHEMBL239865,O=C1CCON1CC#CCN1C2CCCC1CC2,5
645,CHEMBL2432039,C1C2C3CC4C2C2C1C3[C@H](NCC13C5C6C7C5C1C7C63)C42,6.709965389
646,CHEMBL107444,CCOC(=O)c1c(C)n(C)c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3,6.290001172
647,CHEMBL105674,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(Cl)ccc2C1O3,5.48999954
648,CHEMBL422326,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(I)cc3)[C@@H](C)C2)CC1,6.772113295
649,CHEMBL52203,CC(C)S(=O)(=O)c1ccc(CC2CCN(C3CCN(C(=O)c4ccc(F)c5ccccc45)CC3)CC2)cc1,7.212579402
650,CHEMBL418446,CC(=C1CCN(C2CCN(C(=O)c3cccc(C)c3N)CC2)CC1)c1ccc([S+]([O-])C(C)C)cc1,8.550623701
651,CHEMBL11794,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4ccnc5ccccc45)CC3)CC2)cc1,7.698970004
652,CHEMBL2093082,C[C@H]1O[C@@H]([C@@H]2CCC[N+]2(C)C)C[S@@+]1[O-],4.209999978
653,CHEMBL594801,CC1(C)COC[C@@H](C[N+](C)(C)C)O1,4.739999966
654,CHEMBL418530,CCOC(=O)CSc1ccc(CC2CCN(C3CCN(C(=O)c4cccc5cc(OCC)ccc45)CC3)CC2)cc1,8.568636236
655,CHEMBL105148,CCOC(=O)c1c(CC)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3,5.870000928
656,CHEMBL3350062,C[C@@H]1O[C@H]([C@H]2CCCN2C)C[S@@+]1[O-],4
657,CHEMBL211976,O=C(NCCC1CCNCC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1,5.920818754
658,CHEMBL4085780,O=C1CCc2ccccc2N1CCCN1CCN(c2ccccc2)CC1,4.779999976
659,CHEMBL283320,CN(C)CCNC(=O)C1=C/C(=C\c2ccncc2)c2ccccc21,4.800000053
660,CHEMBL1455766,Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(Cc3ccccc3)C(C)C)cc2)cc1,6
661,CHEMBL450463,Cc1ccc([C@@H]2CCCN2C)o1,4.800000053
662,CHEMBL259662,C[C@H]1COC[C@@H](C[N+](C)(C)C)O1,5.521999879
663,CHEMBL145081,OC1(c2csc3ccccc23)CN2CCC1CC2,5.657577319
664,CHEMBL86012,O=C(c1ccc(Cl)cc1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,6.199998172
665,CHEMBL50584,O=C(Nc1ccccc1)c1ccc(CC2CCN(C3CCN(C(=O)c4ccc(F)c5ccccc45)CC3)CC2)cc1,6.982966661
666,CHEMBL2093081,C[C@@H]1O[C@H]([C@H]2CCC[N+]2(C)C)C[S@+]1[O-],4
667,CHEMBL3354074,O=C1CCc2ccccc2N1CCCN1CCC(CCCCCCCO)CC1,6.679999196
668,CHEMBL593620,C[C@@H]1OC[C@@H](C[N+](C)(C)C)OC1(C)C,4.469999944
669,CHEMBL73762,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CC1,5
670,CHEMBL200957,COC1(C#CC(O)(c2ccccc2)C2CCC2)CN2CCC1CC2,7.886056648
671,CHEMBL322251,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,6.602059991
672,CHEMBL73017,O=C(OCOCCN1CCCC1)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,7.13076828
673,CHEMBL23957,C[N+](C)(C)CC#CCN1CCCC1=O,6.970007825
674,CHEMBL12115,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4ccc(Cl)cc4Cl)CC3)CC2)cc1,6.872895202
675,CHEMBL167396,C[C@@H](c1ccc(S(=O)(=O)c2ccc3c(c2)OCO3)cc1)N1CCN(C2CCN(C(=O)c3ccccc3Oc3ccccc3)CC2)C[C@H]1C,10
676,CHEMBL1189234,OC12C3C4CC5C6C4C1C6C(C53)N2Cc1ccccc1,6.078313525
677,CHEMBL234440,CN(C)C1(CNCCC2CCOCC2)COc2cc(Cl)c(Cl)cc2OC1,9.920818754
678,CHEMBL441873,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(Cc2cccs2)CC1,6.032920266
679,CHEMBL373515,CN1CCC[C@H]1[C@H]1CSC(c2ccccc2)(c2ccccc2)O1,8.309981219
680,CHEMBL353311,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](CCCNC34CC5CC(CC(C5)C3)C4)[C@@H]12,7.585026652
681,CHEMBL69402,NCC(=O)N1CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,6.522878745
682,CHEMBL234258,CN(C)C1(CNCCC2CCC(CO)CC2)COc2ccccc2OC1,8.744727495
683,CHEMBL355455,CC(C1=C(CCN2CCCC2)Cc2ccccc21)c1ccccn1,6.399996913
684,CHEMBL106247,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(Cc3ccc(Br)cc3)CC2)CC1,5.878440156
685,CHEMBL383389,CO[C@]1(C#CC(O)(c2cccc(F)c2)c2cccc(F)c2)CN2CCC1CC2,8.301029996
686,CHEMBL168815,CC1OC2(CS1)CN1CCC2CC1,6.069998999
687,CHEMBL287868,CN1CC2CC(OC(=O)C(C)(c3ccccc3)c3ccccc3)CC1C2,9.326058001
688,CHEMBL258906,C[C@@H]1O[C@H]([C@@H]2CCC[N+]2(C)C)CS1,5.450000476
689,CHEMBL164935,COc1ccccc1C(=O)N1CCC(N2CCN([C@@H](C)c3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)[C@H](C)C2)CC1,10
690,CHEMBL2441761,CN1CCC[C@H]1[C@H]1COC(=O)N1,4
691,CHEMBL371734,CO[C@]1(C#C[C@@](O)(c2ccccc2)C2CCCCC2)CN2CCC1CC2,7.649475185
692,CHEMBL440491,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)OCC(C)C)CC2)CC1,9.52295114
693,CHEMBL407734,CC(=O)c1ccc2c(c1)Nc1ccccc1S2,5
694,CHEMBL4127373,C[C@]1(C(=O)O[C@H]2CN3CCC2CC3)COCC(c2ccccc2)(c2ccccc2)O1,6.799998135
695,CHEMBL59898,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3,6.270001453
696,CHEMBL375277,CN1C(=O)N(C2CCN(Cc3ccccc3)CC2)CC1(c1ccccc1)c1ccccc1,6.283996656
697,CHEMBL1902981,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,6.080398976
698,CHEMBL482496,COc1cc(CCNCc2ccccc2OC)c(OC)cc1I,6.301029996
699,CHEMBL94247,CCOC(=O)N1CCC(N2CCC(C3(c4ccc(S(=O)(=O)c5ccc(OC)cc5)cc4)SCCS3)CC2)CC1,9.958607315
700,CHEMBL196169,COc1ccc(NC(=O)N2CCN(c3ccccc3F)CC2)cc1N1CCN(C)CC1,5
701,CHEMBL523299,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,9.823908741
702,CHEMBL174070,Cc1ccsc1C(=O)N1CCC(N2CCC(Oc3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)CC2)CC1,9.698970004
703,CHEMBL443780,CCN(CC)CCOC(=O)C(C)(c1ccccc1)C1CCCCC1,7.630784143
704,CHEMBL68584,NC1CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,6.619788758
705,CHEMBL203249,COC1(C#CC(O)(c2ccccc2)c2cncnc2)CN2CCC1CC2,8.698970004
706,CHEMBL2092737,C[C@H]1O[C@@H]([C@@H]2CCCN2C)C[S@+]1[O-],4.059999995
707,CHEMBL2426686,COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-n5nccn5)ccc42)C3)nc1,4.419999996
708,CHEMBL376255,CN1CCC[C@H]1[C@H]1CS[C@](c2ccccc2)(C2CCCCC2)O1,8.369979149
709,CHEMBL214898,O=C(NCC1CCN(CC2CCCC2)CC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1,7.721246399
710,CHEMBL82301,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,5
711,CHEMBL144247,OC1(c2ccccn2)CN2CCC1CC2,4.698970004
712,CHEMBL1910849,CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CCC(Oc2ccccc2)CC1,8.585026652
713,CHEMBL355510,O=C(c1cccc2cccnc12)N1CCC(N2CCC(Oc3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)CC2)CC1,7.920818754
714,CHEMBL260228,CO[C@]1(C#C[C@@](O)(c2ccccc2)C2CCCCCCC2)CN2CCC1CC2,7.500038134
715,CHEMBL214029,O=C(NCCC1CCNCC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1,6.657577319
716,CHEMBL51400,CC(C)NC(=O)c1ccc(CC2CCN(C3CCN(C(=O)c4cccc5c(F)cc(F)cc45)CC3)CC2)cc1,8.301029996
717,CHEMBL148404,Nc1ccc(CN2CCC(NC(=O)[C@](O)(c3ccccc3)[C@@H]3CCC(F)(F)C3)CC2)nc1,6.031517051
718,CHEMBL411514,COC(C#C[C@@]1(OC)CN2CCC1CC2)(c1ccccc1)c1ccccc1,6.799998135
719,CHEMBL394329,C[N+]1(CC#CCOC2=NOCC2)CCc2ccccc21,5.387322082
720,CHEMBL169313,CC(C)S(=O)(=O)N1CCC(N2CCC(Oc3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)CC2)CC1,7.853871964
721,CHEMBL354934,CC1CN(CCC[C@@H]2[C@H]3CCCC[C@@H]3C[C@@H]3C(=O)O[C@@H](C)[C@@H]32)CC(C)O1,6.424812155
722,CHEMBL144580,C[N+]12CCC(CC1)C(c1cc3ccccc3o1)C2,5.958607315
723,CHEMBL173155,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](CCCN3CCNCC3)[C@@H]12,7.37675071
724,CHEMBL349720,C[C@@H](c1ccc(S(=O)(=O)c2ccc3c(c2)OCO3)cc1)N1CCN(C2CCN(C(=O)c3ccccc3)CC2)C[C@H]1C,9.13380312
725,CHEMBL222207,O=C1NC(c2ccccc2)(C2CCCCC2)CN1C1CCN(Cc2cccc(Cl)c2)CC1,6.288192771
726,CHEMBL281350,Cc1nc(-c2ccc(-c3ccc(C(=O)N4CCc5cc6c(cc54)C4(CCN(C)CC4)CO6)cc3)c(C)c2)no1,6
727,CHEMBL11856,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4ccccc4Cl)CC3)CC2)cc1,6.716698771
728,CHEMBL433566,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](/C=C/[C@@H]3CCC[C@H](C)N3C)[C@@H]12,5.853871964
729,CHEMBL266295,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)c2ccccc2C1=O)CCCN1C(=O)c2ccccc2C1=O,7.092520952
730,CHEMBL375851,C[N+]1(C)CCC[C@@H]1[C@@H]1CSC(c2ccccc2)(c2ccccc2)O1,8.470056598
731,CHEMBL271108,CC(C)N(CC[C@H](c1ccccc1)c1cc(CCNC(=O)CCCCCNC(=O)COc2ccc(/C=C/C3=[N+]4C(=Cc5ccc(-c6cccs6)n5[B-]4(F)F)C=C3)cc2)ccc1O)C(C)C,8.045757491
732,CHEMBL171102,CN(C)CCC1=C(C(c2ccccc2)c2ccccn2)c2ccccc2C1,6.639993868
733,CHEMBL70010,Cc1cccc(C)c1C(=O)N1CCC(N2CCN([C@@H](C)c3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)[C@@H](C)C2)CC1,6.314258261
734,CHEMBL808,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,5.936291441
735,CHEMBL49975,Cc1ccccc1C(=O)N1CCC(N2CCC(Cc3ccc(C(=O)NC(C)C)cc3)CC2)CC1,8.15490196
736,CHEMBL424416,O=C(N1CCCNCC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,5.958607315
737,CHEMBL257431,CCCCN(CCCC)c1ccc(/C=C/c2cc[n+](CCC[N+](CC)(CC)CC)cc2)cc1,7.259637311
738,CHEMBL2426682,COc1ccc(CC(=O)N2CCC3(CC2)CN([C@H]2CCc4cc(-c5nccs5)ccc42)C3)nc1,5.809999052
739,CHEMBL115078,CCCCCCCCCCCCCC(=O)NCC(=O)N[C@@H](CO)C(=O)OCc1ccccc1,6.853329402
740,CHEMBL94189,CCOC(=O)N1CCC(N2CCC(C3(c4ccc(S(=O)(=O)c5ccc6c(c5)OCO6)cc4)OCCO3)CC2)CC1,10.13667714
741,CHEMBL569712,C[N+]1(C)CCCC1c1ccc(C(c2ccccc2)C2CCCCC2)o1,7.759950228
742,CHEMBL1123,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,7.795880017
743,CHEMBL216983,CN1CCC=C(c2nsnc2OCCOCCOCCOCCO)C1,6.499996932
744,CHEMBL164397,C[C@@H](c1ccc(S(=O)(=O)c2ccc3c(c2)OCO3)cc1)N1CCN(C2CCNCC2)C[C@H]1C,8.045757491
745,CHEMBL69383,O=C(NC1CCNCC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,4.823908741
746,CHEMBL1187846,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@@H]1O[C@H]12,8.248728704
747,CHEMBL3354069,CN1CCC=C(c2nsnc2OCCCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,8.770062314
748,CHEMBL147105,O=C(NC1CCN(Cc2ccccn2)CC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,5.619788758
749,CHEMBL481153,O=C(OCCN1CCCC1)N1c2ccccc2Sc2ccccc21,7
750,CHEMBL144493,C1=C(c2ccccn2)C2CCN1CC2,5.721246399
751,CHEMBL3351104,C[C@H]1O[C@@H]([C@H]2CCCN2C)C[S@@+]1[O-],4
752,CHEMBL451542,CCN(CC)CCOCCN(C)CC1(c2ccccc2)CCCC1,5.804377056
753,CHEMBL2205823,COc1ccccc1CN1C2C3C4CC5C6C4C2C6C1(O)C53,6.258060922
754,CHEMBL4129382,O=C(O[C@@H]1CN2CCC1CC2)[C@@H]1COCC(c2ccccc2)(c2ccccc2)O1,5.639999555
755,CHEMBL85950,O=C(CCc1ccccc1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,6.099999035
756,CHEMBL301354,CC(C)(C)NC(=O)c1ccc(CC2CCN(C3CCN(C(=O)c4ccc(F)c5ccccc45)CC3)CC2)cc1,7.744727495
757,CHEMBL2205833,OC12C3C4CC5C6C4C1C6C(C53)N2Cc1cccnc1,5
758,CHEMBL11947,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4ccco4)CC3)CC2)cc1,6.034798299
759,CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,5.028353118
760,CHEMBL571121,CN1CCC[C@@H]1c1ccc([C@](O)(c2ccccc2)C2CCCCC2)o1,8.339988779
761,CHEMBL341476,C1=C(c2ccco2)C2CCN1CC2,6.408935393
762,CHEMBL52852,CC(C)NC(=O)c1ccc(C2(C3CCN(C4CCN(C(=O)c5cccc6[nH]ccc56)CC4)CC3)OCCO2)cc1,8.958607315
763,CHEMBL82850,CC(=O)N(c1ccc(Br)cc1)C1CCN(Cc2ccccc2)CC1,6.399996913
764,CHEMBL3354071,CN1CCC=C(c2nsnc2OCCCCCCCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,7.070019409
765,CHEMBL265256,CN(CCCCCCCCN(C)CCCCCCN(CC(=O)N1c2ccccc2C(=O)Nc2cccnc21)CC(=O)N1c2ccccc2C(=O)Nc2cccnc21)CCCCCCNCC(=O)N1c2ccccc2C(=O)Nc2cccnc21,9.544959001
766,CHEMBL315428,O=C(OC1CC2CCCC1N2)c1ccc([N+](=O)[O-])cc1,6.476167903
767,CHEMBL3323287,CC(C)(CN1C(=O)c2cccc3cccc(c23)C1=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC#CCOC1=NOCC1,7.765020149
768,CHEMBL2432057,CN(Cc1cccnc1)[C@H]1C2C3CC4C5C3CC2C5C41,5
769,CHEMBL86309,O=C(Cc1ccccc1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,6.499996932
770,CHEMBL2426677,COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5ncccn5)ccc42)C3)cc1,4.84999986
771,CHEMBL72363,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(S(=O)(=O)CCCC)CC2)CC1,9.420102145
772,CHEMBL2432041,CN(Cc1cccc(F)c1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21,5.761452112
773,CHEMBL170221,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccc1,6.589999287
774,CHEMBL11710,O=C(O)CSc1ccc(CC2CCN(C3CCN(C(=O)c4cccc5ccccc45)CC3)CC2)cc1,5.823908741
775,CHEMBL2432054,CN(CCCc1cccc(F)c1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21,6.312471039
776,CHEMBL539120,C[N+]1(C)CCC[C@H]1[C@H]1C[S+]([O-])[C@@](c2ccccc2)(C2CCCCC2)O1,7.450048166
777,CHEMBL183903,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3C(CCC3CCC(C)(C)N3C)[C@@H]12,7.913640169
778,CHEMBL1319362,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,7.124938737
779,CHEMBL310132,O=C(c1ccccc1)N(c1ccc(Cl)c(Cl)c1)C1CCN(Cc2ccccc2)CC1,7.7000571
780,CHEMBL234252,CN(C)C1(CNCCc2ccccc2)COc2ccccc2OC1,7.045757491
781,CHEMBL461709,Cc1ccc([C@H]2CCCN2C)o1,4.709999911
782,CHEMBL421304,COc1ccc([S+]([O-])c2ccc(C(C3CCCCC3)N3CCN(C4CCCCC4)CC3)cc2)cc1,7.769551079
783,CHEMBL519609,CCN(CC)CCCOC(=O)N1c2ccccc2Sc2ccccc21,6.657577319
784,CHEMBL2115127,COc1ccc([S@+]([O-])c2ccc(C(=O)C3CCN(C4CCCCC4)CC3)cc2)cc1,7.966576245
785,CHEMBL105122,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(SC)ccc2C1O3,5.660000322
786,CHEMBL352404,COc1ccc2c(c1)C(C(C)c1ccccn1)=C(CCN(C)C)C2,5.99000127
787,CHEMBL348667,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(C#N)cc3)[C@@H](C)C2)CC1,6.785156152
788,CHEMBL3323285,CN(C)CC#CCOC1=NOCC1,7
789,CHEMBL1490_NBI283899,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,7.920818754
790,CHEMBL21508,CN(C)CCC1=C/C(=C\c2cccnc2)c2ccccc21,4.820000071
791,CHEMBL258905,C[C@@H]1O[C@H]([C@H]2CCC[N+]2(C)C)CS1,5.280000381
792,CHEMBL169401,CC(C1=C(CCCN(C)C)Cc2ccccc21)c1ccccn1,6.579994715
793,CHEMBL402473,C[C@H]1OC[C@@H]([C@@H]2CCC[N+]2(C)C)O1,5.770000934
794,CHEMBL72455,Cc1ccc(S(=O)(=O)c2ccc(C(C)N3CCN(C4CCCCC4)CC3)cc2)cc1,9.096910013
795,CHEMBL30713,CC(N)Cc1c[nH]c2ccccc12,5
796,CHEMBL2426675,COc1ccc(CC(=O)N2CCC3(CC2)CN(C2CCc4cc(-c5ncccn5)ccc42)C3)cc1,6.06000179
797,CHEMBL66400,NCC1CCN(C(=O)[C@](O)(c2ccccc2)C2CCCC2)CC1,7.552841969
798,CHEMBL3084658,C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](CC(O)(c1ccccc1)c1ccccc1)C2,8.400007822
799,CHEMBL633,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,5.743282254
800,CHEMBL223016,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(Cc2cccc(Cl)c2)CC1,6.484126156
801,CHEMBL172234,CN(C)CCOC(=O)C1=C(Cc2ccccn2)c2ccccc2C1,5.30999984
802,CHEMBL2432052,CN(CCc1cccc(F)c1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21,5.639785387
803,CHEMBL73145,CCOC(=O)N1CCN(C(C)c2ccc(S(=O)(=O)c3ccccc3)cc2)CC1,6.869666232
804,CHEMBL354841,Cc1ccc2c(c1)CC(CCN(C)C)=C2C(C)c1ccccn1,6.230002696
805,CHEMBL163777,COc1ccc(S(=O)(=O)c2ccc([C@H](C)N3CCN(C4CCCCC4)C[C@H]3C)cc2)cc1,9.522878745
806,CHEMBL216927,COc1nsnc1OCCOCCOCCOCCOc1nsnc1C1=CCCN(C)C1,8.100015437
807,CHEMBL303503,C[C@H]1CN(C2CCN(C(=O)c3c(Cl)cccc3Cl)CC2)CCN1[C@@H](C)c1ccc(S(=O)(=O)c2ccc3c(c2)OCO3)cc1,6.568636236
808,CHEMBL296419_NBI34473,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,6.300162274
809,CHEMBL345985,O=C(NC1CCN(CC2CCCC2)CC1)C(O)(c1ccccc1)C1CCCC1,4.853871964
810,CHEMBL67814,O=C(N1CCNCC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,5.920818754
811,CHEMBL70848,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)C(C)C)CC2)CC1,8.657774816
812,CHEMBL71147,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCCCC2)CC1,9.769551079
813,CHEMBL165439,COc1ccc(S(=O)(=O)c2ccc(CN3CCN(C4CCCCC4)C[C@H]3C)cc2)cc1,9.522878745
814,CHEMBL576663,CN1CCCC1c1ccc(C(O)(c2ccccc2)c2ccccc2)o1,7.530030791
815,CHEMBL320465,CCCc1[nH]c2ccc3c(c2c1C(=O)OCC)CN1CCc2cc(OC)ccc2C1O3,5.969999718
816,CHEMBL234253,Cc1ccc(CCNCC2(N(C)C)COc3ccccc3OC2)cc1,7.318758763
817,CHEMBL145608,OC1(c2cccs2)CN2CCC1CC2,4.744727495
818,CHEMBL74117,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)C3CC3)CC2)CC1,9.585026652
819,CHEMBL396845,C[N+]1(CC#CCOC2=NOCC2)CCc2ccccc2C1,6.324221658
820,CHEMBL378859,O=C(NCCC1CCNCC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,7.026872146
821,CHEMBL362864,C[C@@H]1OC(=O)[C@H]2C=C3CCCC[C@@H]3/C(=C/CC3CCC(C)(C)[N+]3(C)C)[C@@H]12,6.243363892
822,CHEMBL28833,CCCc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,5
823,CHEMBL355193,CC1CN(CCC[C@@H]2[C@H]3CCCC[C@@H]3C[C@@H]3C(=O)O[C@@H](C)[C@@H]32)C(C)CN1,6.244125144
824,CHEMBL343182,C1COC(C2CN3CCC2CC3)C1,5
825,CHEMBL391977,CN(C)C1(CNCCC2CCC(O)CC2)COc2ccccc2OC1,8.721246399
